	PassengerId	Survived	Pclass	Title	FirstName	LastName	Sex	Age	SibSp	Parch	Ticket	Fare	Embarked	ship	Ages
239	244	0	3	 Mr	 Matti Alexanteri	Maenpaa	male	22.0	0	0	STON/O 2. 3101275	7.125	S	Titanic	Young
240	245	0	3	 Mr	 Sleiman	Attalah	male	30.0	0	0	2694	7.225	C	Titanic	Adult
241	246	0	1	 Dr	 William Edward	Minahan	male	44.0	1	0	19928	90.0	Q	Titanic	Adult
242	247	0	3	 Miss	 Agda Thorilda Viktoria	Lindahl	female	25.0	0	0	347071	7.775	S	Titanic	Adult
243	248	1	2	 Mrs	 William (Anna)	Hamalainen	female	24.0	0	2	250649	14.5	S	Titanic	Young
244	249	1	1	 Mr	 Richard Leonard	Beckwith	male	37.0	1	1	11751	52.5542	S	Titanic	Adult
245	250	0	2	 Rev	 Ernest Courtenay	Carter	male	54.0	1	0	244252	26.0	S	Titanic	Adult
246	251	0	3	 Mr	 James George	Reed	male	0.0	0	0	362316	7.25	S	Titanic	NoInfo
247	252	0	3	 Mrs	 Wilhelm (Elna Matilda Persson)	Strom	female	29.0	1	1	347054	10.4625	S	Titanic	Adult
248	253	0	1	 Mr	 William Thomas	Stead	male	62.0	0	0	113514	26.55	S	Titanic	Adult
249	254	0	3	 Mr	 William Arthur	Lobb	male	30.0	1	0	A/5. 3336	16.1	S	Titanic	Adult
250	255	0	3	 Mrs	 Viktor (Helena Wilhelmina)	Rosblom	female	41.0	0	2	370129	20.2125	S	Titanic	Adult
251	256	1	3	 Mrs	 Darwis (Hanne Youssef Razi)	Touma	female	29.0	0	2	2650	15.2458	C	Titanic	Adult
252	257	1	1	 Mrs	 Gertrude Maybelle	Thorne	female	0.0	0	0	PC 17585	79.2	C	Titanic	NoInfo
253	258	1	1	 Miss	 Gladys	Cherry	female	30.0	0	0	110152	86.5	S	Titanic	Adult
254	259	1	1	 Miss	 Anna	Ward	female	35.0	0	0	PC 17755	512.3292	C	Titanic	Adult
255	260	1	2	 Mrs	 (Lutie Davis)	Parrish	female	50.0	0	1	230433	26.0	S	Titanic	Adult
256	261	0	3	 Mr	 Thomas	Smith	male	0.0	0	0	384461	7.75	Q	Titanic	NoInfo
257	262	1	3	 Master	 Edvin Rojj Felix	Asplund	male	3.0	1	2	347077	31.3875	S	Titanic	Child
258	263	0	1	 Mr	 Emil	Taussig	male	52.0	1	1	110413	79.65	S	Titanic	Adult
259	264	0	1	 Mr	 William	Harrison	male	40.0	0	0	112059	0.0	S	Titanic	Adult
260	265	0	3	 Miss	 Delia	Henry	female	0.0	0	0	382649	7.75	Q	Titanic	NoInfo
261	266	0	2	 Mr	 David	Reeves	male	36.0	0	0	C.A. 17248	10.5	S	Titanic	Adult
262	267	0	3	 Mr	 Ernesti Arvid	Panula	male	16.0	1	1	3101295	39.6875	S	Titanic	Young
263	268	1	3	 Mr	 Ernst Ulrik	Persson	male	25.0	1	0	347083	7.775	S	Titanic	Adult
264	269	1	1	 Mrs	 William Thompson (Edith Junkins)	Graham	female	58.0	0	1	PC 17582	153.4625	S	Titanic	Adult
265	270	1	1	 Miss	 Amelia	Bissette	female	35.0	0	0	PC 17760	135.6333	S	Titanic	Adult
266	271	0	1	 Mr	 Alexander	Cairns	male	0.0	0	0	113798	31.0	S	Titanic	NoInfo
267	272	1	3	 Mr	 William Henry	Tornquist	male	25.0	0	0	WrongValue	0.0	S	Titanic	Adult
268	273	1	2	 Mrs	 (Elizabeth Anne Maidment)	Mellinger	female	41.0	0	1	250644	19.5	S	Titanic	Adult
269	274	0	1	 Mr	 Charles H	Natsch	male	37.0	0	1	PC 17596	29.7	C	Titanic	Adult
270	275	1	3	 Miss	" Hanora ""Nora"""	Healy	female	0.0	0	0	370375	7.75	Q	Titanic	NoInfo
271	276	1	1	 Miss	 Kornelia Theodosia	Andrews	female	63.0	1	0	13502	77.9583	S	Titanic	Adult
272	277	0	3	 Miss	 Augusta Charlotta	Lindblom	female	45.0	0	0	347073	7.75	S	Titanic	Adult
273	278	0	2	 Mr	" Francis ""Frank"""	Parkes	male	0.0	0	0	239853	0.0	S	Titanic	NoInfo
274	279	0	3	 Master	 Eric	Rice	male	7.0	1	1	382652	29.125	Q	Titanic	Child
275	280	1	3	 Mrs	 Stanton (Rosa Hunt)	Abbott	female	35.0	1	1	C.A. 2673	20.25	S	Titanic	Adult
276	281	0	3	 Mr	 Frank	Duane	male	65.0	0	0	336439	7.75	Q	Titanic	Senior
277	282	0	3	 Mr	 Nils Johan Goransson	Olsson	male	28.0	0	0	347464	7.8542	S	Titanic	Adult
278	283	0	3	 Mr	 Alfons	de Pelsmaeker	male	16.0	0	0	345778	9.5	S	Titanic	Young
279	284	1	3	 Mr	 Edward Arthur	Dorking	male	19.0	0	0	A/5. 10482	8.05	S	Titanic	Young
280	285	0	1	 Mr	 Richard William	Smith	male	0.0	0	0	113056	26.0	S	Titanic	NoInfo
281	286	0	3	 Mr	 Ivan	Stankovic	male	33.0	0	0	349239	8.6625	C	Titanic	Adult
282	287	1	3	 Mr	 Theodore	de Mulder	male	30.0	0	0	345774	9.5	S	Titanic	Adult
283	288	0	3	 Mr	 Penko	Naidenoff	male	22.0	0	0	349206	7.8958	S	Titanic	Young
284	289	1	2	 Mr	 Masabumi	Hosono	male	42.0	0	0	237798	13.0	S	Titanic	Adult
285	290	1	3	 Miss	 Kate	Connolly	female	22.0	0	0	370373	7.75	Q	Titanic	Young
286	291	1	1	 Miss	" Ellen ""Nellie"""	Barber	female	26.0	0	0	19877	78.85	S	Titanic	Adult
287	292	1	1	 Mrs	 Dickinson H (Helen Walton)	Bishop	female	19.0	1	0	11967	91.0792	C	Titanic	Young
288	293	0	2	 Mr	 Rene Jacques	Levy	male	36.0	0	0	SC/Paris 2163	12.875	C	Titanic	Adult
289	294	0	3	 Miss	 Aloisia	Haas	female	24.0	0	0	349236	8.85	S	Titanic	Young
290	295	0	3	 Mr	 Ivan	Mineff	male	24.0	0	0	349233	7.8958	S	Titanic	Young
291	296	0	1	 Mr	 Ervin G	Lewy	male	0.0	0	0	PC 17612	27.7208	C	Titanic	NoInfo
292	297	0	3	 Mr	 Mansour	Hanna	male	23.5	0	0	2693	7.2292	C	Titanic	Young
293	298	0	1	 Miss	 Helen Loraine	Allison	female	2.0	1	2	113781	151.55	S	Titanic	Child
294	299	1	1	 Mr	 Adolphe	Saalfeld	male	0.0	0	0	19988	30.5	S	Titanic	NoInfo
295	300	1	1	 Mrs	 James (Helene DeLaudeniere Chaput)	Baxter	female	50.0	0	1	PC 17558	247.5208	C	Titanic	Adult
296	301	1	3	 Miss	" Anna Katherine ""Annie Kate"""	Kelly	female	0.0	0	0	9234	7.75	Q	Titanic	NoInfo
297	302	1	3	 Mr	 Bernard	McCoy	male	0.0	1	0	367226	23.25	Q	Titanic	NoInfo
298	303	0	3	 Mr	 William Cahoone Jr	Johnson	male	19.0	0	0	WrongValue	0.0	S	Titanic	Young
299	304	1	2	 Miss	 Nora A	Keane	female	0.0	0	0	226593	12.35	Q	Titanic	NoInfo
300	305	0	3	 Mr	" Howard Hugh ""Harry"""	Williams	male	0.0	0	0	A/5 2466	8.05	S	Titanic	NoInfo
301	306	1	1	 Master	 Hudson Trevor	Allison	male	0.92	1	2	113781	151.55	S	Titanic	Child
302	307	1	1	 Miss	 Margaret	Fleming	female	0.0	0	0	17421	110.8833	C	Titanic	NoInfo
303	308	1	1	 Mrs	 Victor de Satode (Maria Josefa Perez de Soto y Vallejo)	Penasco y Castellana	female	17.0	1	0	PC 17758	108.9	C	Titanic	Young
304	309	0	2	 Mr	 Samuel	Abelson	male	30.0	1	0	P/PP 3381	24.0	C	Titanic	Adult
305	310	1	1	 Miss	 Laura Mabel	Francatelli	female	30.0	0	0	PC 17485	56.9292	C	Titanic	Adult
306	311	1	1	 Miss	 Margaret Bechstein	Hays	female	24.0	0	0	11767	83.1583	C	Titanic	Young
307	312	1	1	 Miss	 Emily Borie	Ryerson	female	18.0	1	2	PC 17608	262.375	C	Titanic	Young
308	313	0	2	 Mrs	 William (Anna Sylfven)	Lahtinen	female	26.0	1	1	250651	26.0	S	Titanic	Adult
309	314	0	3	 Mr	 Ignjac	Hendekovic	male	28.0	0	0	349243	7.8958	S	Titanic	Adult
310	315	0	2	 Mr	 Benjamin	Hart	male	43.0	1	1	F.C.C. 13529	26.25	S	Titanic	Adult
311	316	1	3	 Miss	 Helmina Josefina	Nilsson	female	26.0	0	0	347470	7.8542	S	Titanic	Adult
312	317	1	2	 Mrs	 Sinai (Miriam Sternin)	Kantor	female	24.0	1	0	244367	26.0	S	Titanic	Young
313	318	0	2	 Dr	 Ernest	Moraweck	male	54.0	0	0	29011	14.0	S	Titanic	Adult
314	319	1	1	 Miss	 Mary Natalie	Wick	female	31.0	0	2	36928	164.8667	S	Titanic	Adult
315	320	1	1	 Mrs	 Frederic Oakley (Margaretta Corning Stone)	Spedden	female	40.0	1	1	16966	134.5	C	Titanic	Adult
316	321	0	3	 Mr	 Samuel	Dennis	male	22.0	0	0	A/5 21172	7.25	S	Titanic	Young
317	322	0	3	 Mr	 Yoto	Danoff	male	27.0	0	0	349219	7.8958	S	Titanic	Adult
318	323	1	2	 Miss	 Hilda Mary	Slayter	female	30.0	0	0	234818	12.35	Q	Titanic	Adult
319	324	1	2	 Mrs	 Albert Francis (Sylvia Mae Harbaugh)	Caldwell	female	22.0	1	1	248738	29.0	S	Titanic	Young
320	325	0	3	 Mr	 George John Jr	Sage	male	0.0	1	2	CA. 2343	69.55	S	Titanic	NoInfo
321	326	1	1	 Miss	 Marie Grice	Young	female	36.0	0	0	PC 17760	135.6333	C	Titanic	Adult
322	327	0	3	 Mr	 Johan Hansen	Nysveen	male	61.0	0	0	345364	6.2375	S	Titanic	Adult
323	328	1	2	 Mrs	 (Ada E Hall)	Ball	female	36.0	0	0	28551	13.0	S	Titanic	Adult
324	329	1	3	 Mrs	 Frank John (Emily Alice Brown)	Goldsmith	female	31.0	1	1	363291	20.525	S	Titanic	Adult
325	330	1	1	 Miss	 Jean Gertrude	Hippach	female	16.0	0	1	111361	57.9792	C	Titanic	Young
326	331	1	3	 Miss	 Agnes	McCoy	female	0.0	1	0	367226	23.25	Q	Titanic	NoInfo
327	332	0	1	 Mr	 Austen	Partner	male	45.5	0	0	113043	28.5	S	Titanic	Adult
328	333	0	1	 Mr	 George Edward	Graham	male	38.0	0	1	PC 17582	153.4625	S	Titanic	Adult
329	334	0	3	 Mr	 Leo Edmondus	Vander Planke	male	16.0	1	0	345764	18.0	S	Titanic	Young
330	335	1	1	 Mrs	 Henry William (Clara Heinsheimer)	Frauenthal	female	0.0	1	0	PC 17611	133.65	S	Titanic	NoInfo
331	336	0	3	 Mr	 Mitto	Denkoff	male	0.0	0	0	349225	7.8958	S	Titanic	NoInfo
332	337	0	1	 Mr	 Thomas Clinton	Pears	male	29.0	1	0	113776	66.6	S	Titanic	Adult
333	338	1	1	 Miss	 Elizabeth Margaret	Burns	female	41.0	0	0	16966	134.5	C	Titanic	Adult
334	339	1	3	 Mr	 Karl Edwart	Dahl	male	45.0	0	0	7598	8.05	S	Titanic	Adult
335	340	0	1	 Mr	 Stephen Weart	Blackwell	male	45.0	0	0	113784	35.5	S	Titanic	Adult
336	341	1	2	 Master	 Edmond Roger	Navratil	male	2.0	1	1	230080	26.0	S	Titanic	Child
337	342	1	1	 Miss	 Alice Elizabeth	Fortune	female	24.0	1	2	19950	263.0	S	Titanic	Young
338	343	0	2	 Mr	 Erik Gustaf	Collander	male	28.0	0	0	248740	13.0	S	Titanic	Adult
339	344	0	2	 Mr	 Charles Frederick Waddington	Sedgwick	male	25.0	0	0	244361	13.0	S	Titanic	Adult
340	345	0	2	 Mr	 Stanley Hubert	Fox	male	36.0	0	0	229236	13.0	S	Titanic	Adult
341	346	1	2	 Miss	" Amelia ""Mildred"""	Brown	female	24.0	0	0	248733	13.0	S	Titanic	Young
342	347	1	2	 Miss	 Marion Elsie	Smith	female	40.0	0	0	31418	13.0	S	Titanic	Adult
343	348	1	3	 Mrs	 Thomas Henry (Mary E Finck)	Davison	female	0.0	1	0	386525	16.1	S	Titanic	NoInfo
344	349	1	3	 Master	" William Loch ""William"""	Coutts	male	3.0	1	1	C.A. 37671	15.9	S	Titanic	Child
345	350	0	3	 Mr	 Jovan	Dimic	male	42.0	0	0	315088	8.6625	S	Titanic	Adult
346	351	0	3	 Mr	 Nils Martin	Odahl	male	23.0	0	0	7267	9.225	S	Titanic	Young
347	352	0	1	 Mr	 Fletcher Fellows	Williams-Lambert	male	0.0	0	0	113510	35.0	S	Titanic	NoInfo
348	353	0	3	 Mr	 Tannous	Elias	male	15.0	1	1	2695	7.2292	C	Titanic	Young
349	354	0	3	 Mr	 Josef	Arnold-Franchi	male	25.0	1	0	349237	17.8	S	Titanic	Adult
350	355	0	3	 Mr	 Wazli	Yousif	male	0.0	0	0	2647	7.225	C	Titanic	NoInfo
351	356	0	3	 Mr	 Leo Peter	Vanden Steen	male	28.0	0	0	345783	9.5	S	Titanic	Adult
352	357	1	1	 Miss	 Elsie Edith	Bowerman	female	22.0	0	1	113505	55.0	S	Titanic	Young
353	358	0	2	 Miss	 Annie Clemmer	Funk	female	38.0	0	0	237671	13.0	S	Titanic	Adult
354	359	1	3	 Miss	 Mary	McGovern	female	0.0	0	0	330931	7.8792	Q	Titanic	NoInfo
355	360	1	3	 Miss	" Helen Mary ""Ellie"""	Mockler	female	0.0	0	0	330980	7.8792	Q	Titanic	NoInfo
356	361	0	3	 Mr	 Wilhelm	Skoog	male	40.0	1	4	347088	27.9	S	Titanic	Adult
357	362	0	2	 Mr	 Sebastiano	del Carlo	male	29.0	1	0	SC/PARIS 2167	27.7208	C	Titanic	Adult
358	363	0	3	 Mrs	 (Catherine David)	Barbara	female	45.0	0	1	2691	14.4542	C	Titanic	Adult
359	364	0	3	 Mr	 Adola	Asim	male	35.0	0	0	SOTON/O.Q. 3101310	7.0	S	Titanic	Adult
360	365	0	3	 Mr	 Thomas	O'Brien	male	0.0	1	0	370365	15.5	Q	Titanic	NoInfo
361	366	0	3	 Mr	 Mauritz Nils Martin	Adahl	male	30.0	0	0	C 7076	7.25	S	Titanic	Adult
362	367	1	1	 Mrs	 Frank Manley (Anna Sophia Atkinson)	Warren	female	60.0	1	0	110813	75.25	C	Titanic	Adult
363	368	1	3	 Mrs	 (Mantoura Boulos)	Moussa	female	0.0	0	0	2626	7.2292	C	Titanic	NoInfo
364	369	1	3	 Miss	 Annie	Jermyn	female	0.0	0	0	14313	7.75	Q	Titanic	NoInfo
365	370	1	1	 Mme	 Leontine Pauline	Aubart	female	24.0	0	0	PC 17477	69.3	C	Titanic	Young
366	371	1	1	 Mr	 George Achilles	Harder	male	25.0	1	0	11765	55.4417	C	Titanic	Adult
367	372	0	3	 Mr	 Jakob Alfred	Wiklund	male	18.0	1	0	3101267	6.4958	S	Titanic	Young
368	373	0	3	 Mr	 William Thomas	Beavan	male	19.0	0	0	323951	8.05	S	Titanic	Young
369	374	0	1	 Mr	 Sante	Ringhini	male	22.0	0	0	PC 17760	135.6333	C	Titanic	Young
370	375	0	3	 Miss	 Stina Viola	Palsson	female	3.0	1	1	349909	21.075	S	Titanic	Child
371	376	1	1	 Mrs	 Edgar Joseph (Leila Saks)	Meyer	female	0.0	1	0	PC 17604	82.1708	C	Titanic	NoInfo
372	377	1	3	 Miss	 Aurora Adelia	Landergren	female	22.0	0	0	C 7077	7.25	S	Titanic	Young
373	378	0	1	 Mr	 Harry Elkins	Widener	male	27.0	0	2	113503	211.5	C	Titanic	Adult
374	379	0	3	 Mr	 Tannous	Betros	male	20.0	0	0	2648	4.0125	C	Titanic	Young
375	380	0	3	 Mr	 Karl Gideon	Gustafsson	male	19.0	0	0	347069	7.775	S	Titanic	Young
376	381	1	1	 Miss	 Rosalie	Bidois	female	42.0	0	0	PC 17757	227.525	C	Titanic	Adult
377	382	1	3	 Miss	" Maria (""Mary"")"	Nakid	female	1.0	0	2	2653	15.7417	C	Titanic	Child
378	383	0	3	 Mr	 Juho	Tikkanen	male	32.0	0	0	STON/O 2. 3101293	7.925	S	Titanic	Adult
379	384	1	1	 Mrs	 Alexander Oskar (Mary Aline Towner)	Holverson	female	35.0	1	0	113789	52.0	S	Titanic	Adult
380	385	0	3	 Mr	 Vasil	Plotcharsky	male	0.0	0	0	349227	7.8958	S	Titanic	NoInfo
381	386	0	2	 Mr	 Charles Henry	Davies	male	18.0	0	0	S.O.C. 14879	73.5	S	Titanic	Young
382	387	0	3	 Master	 Sidney Leonard	Goodwin	male	1.0	1	2	CA 2144	46.9	S	Titanic	Child
383	388	1	2	 Miss	 Kate	Buss	female	36.0	0	0	27849	13.0	S	Titanic	Adult
384	389	0	3	 Mr	 Matthew	Sadlier	male	0.0	0	0	367655	7.7292	Q	Titanic	NoInfo
385	390	1	2	 Miss	 Bertha	Lehmann	female	17.0	0	0	SC 1748	12.0	C	Titanic	Young
386	391	1	1	 Mr	 William Ernest	Carter	male	36.0	1	2	113760	120.0	S	Titanic	Adult
387	392	1	3	 Mr	 Carl Olof	Jansson	male	21.0	0	0	350034	7.7958	S	Titanic	Young
388	393	0	3	 Mr	 Johan Birger	Gustafsson	male	28.0	1	0	3101277	7.925	S	Titanic	Adult
389	394	1	1	 Miss	 Marjorie	Newell	female	23.0	1	0	35273	113.275	C	Titanic	Young
390	395	1	3	 Mrs	 Hjalmar (Agnes Charlotta Bengtsson)	Sandstrom	female	24.0	0	2	PP 9549	16.7	S	Titanic	Young
391	396	0	3	 Mr	 Erik	Johansson	male	22.0	0	0	350052	7.7958	S	Titanic	Young
392	397	0	3	 Miss	 Elina	Olsson	female	31.0	0	0	350407	7.8542	S	Titanic	Adult
393	398	0	2	 Mr	 Peter David	McKane	male	46.0	0	0	28403	26.0	S	Titanic	Adult
394	399	0	2	 Dr	 Alfred	Pain	male	23.0	0	0	244278	10.5	S	Titanic	Young
395	400	1	2	 Mrs	 William H (Jessie L)	Trout	female	28.0	0	0	240929	12.65	S	Titanic	Adult
396	401	1	3	 Mr	 Juha	Niskanen	male	39.0	0	0	STON/O 2. 3101289	7.925	S	Titanic	Adult
397	402	0	3	 Mr	 John	Adams	male	26.0	0	0	341826	8.05	S	Titanic	Adult
398	403	0	3	 Miss	 Mari Aina	Jussila	female	21.0	1	0	4137	9.825	S	Titanic	Young
399	404	0	3	 Mr	 Pekka Pietari	Hakkarainen	male	28.0	1	0	STON/O2. 3101279	15.85	S	Titanic	Adult
400	405	0	3	 Miss	 Marija	Oreskovic	female	20.0	0	0	315096	8.6625	S	Titanic	Young
401	406	0	2	 Mr	 Shadrach	Gale	male	34.0	1	0	28664	21.0	S	Titanic	Adult
402	407	0	3	 Mr	 Carl/Charles Peter	Widegren	male	51.0	0	0	347064	7.75	S	Titanic	Adult
403	408	1	2	 Master	 William Rowe	Richards	male	3.0	1	1	29106	18.75	S	Titanic	Child
404	409	0	3	 Mr	 Hans Martin Monsen	Birkeland	male	21.0	0	0	312992	7.775	S	Titanic	Young
405	410	0	3	 Miss	 Ida	Lefebre	female	0.0	1	1	4133	25.4667	S	Titanic	NoInfo
406	411	0	3	 Mr	 Todor	Sdycoff	male	0.0	0	0	349222	7.8958	S	Titanic	NoInfo
407	412	0	3	 Mr	 Henry	Hart	male	0.0	0	0	394140	6.8583	Q	Titanic	NoInfo
408	413	1	1	 Miss	 Daisy E	Minahan	female	33.0	1	0	19928	90.0	Q	Titanic	Adult
409	414	0	2	 Mr	 Alfred Fleming	Cunningham	male	0.0	0	0	239853	0.0	S	Titanic	NoInfo
410	415	1	3	 Mr	 Johan Julian	Sundman	male	44.0	0	0	STON/O 2. 3101269	7.925	S	Titanic	Adult
411	416	0	3	 Mrs	 Thomas (Annie Louise Rowley)	Meek	female	0.0	0	0	343095	8.05	S	Titanic	NoInfo
412	417	1	2	 Mrs	 James Vivian (Lulu Thorne Christian)	Drew	female	34.0	1	1	28220	32.5	S	Titanic	Adult
413	418	1	2	 Miss	 Lyyli Karoliina	Silven	female	18.0	0	2	250652	13.0	S	Titanic	Young
414	419	0	2	 Mr	 William John	Matthews	male	30.0	0	0	28228	13.0	S	Titanic	Adult
415	420	0	3	 Miss	 Catharina	Van Impe	female	10.0	0	2	345773	24.15	S	Titanic	Child
416	421	0	3	 Mr	 Stanio	Gheorgheff	male	0.0	0	0	349254	7.8958	C	Titanic	NoInfo
417	422	0	3	 Mr	 David	Charters	male	21.0	0	0	A/5. 13032	7.7333	Q	Titanic	Young
418	423	0	3	 Mr	 Leo	Zimmerman	male	29.0	0	0	315082	7.875	S	Titanic	Adult
419	424	0	3	 Mrs	 Ernst Gilbert (Anna Sigrid Maria Brogren)	Danbom	female	28.0	1	1	347080	14.4	S	Titanic	Adult
420	425	0	3	 Mr	 Viktor Richard	Rosblom	male	18.0	1	1	370129	20.2125	S	Titanic	Young
421	426	0	3	 Mr	 Phillippe	Wiseman	male	0.0	0	0	A/4. 34244	7.25	S	Titanic	NoInfo
422	427	1	2	 Mrs	 Charles V (Ada Maria Winfield)	Clarke	female	28.0	1	0	2003	26.0	S	Titanic	Adult
423	428	1	2	 Miss	" Kate Florence (""Mrs Kate Louise Phillips Marshall"")"	Phillips	female	19.0	0	0	250655	26.0	S	Titanic	Young
424	429	0	3	 Mr	 James	Flynn	male	0.0	0	0	364851	7.75	Q	Titanic	NoInfo
425	430	1	3	 Mr	 Berk (Berk Trembisky)	Pickard	male	32.0	0	0	SOTON/O.Q. 392078	8.05	S	Titanic	Adult
426	431	1	1	 Mr	 Mauritz Hakan	Bjornstrom-Steffansson	male	28.0	0	0	110564	26.55	S	Titanic	Adult
427	432	1	3	 Mrs	 Percival (Florence Kate White)	Thorneycroft	female	0.0	1	0	376564	16.1	S	Titanic	NoInfo
428	433	1	2	 Mrs	 Charles Alexander (Alice Adelaide Slow)	Louch	female	42.0	1	0	SC/AH 3085	26.0	S	Titanic	Adult
429	434	0	3	 Mr	 Nikolai Erland	Kallio	male	17.0	0	0	STON/O 2. 3101274	7.125	S	Titanic	Young
430	435	0	1	 Mr	 William Baird	Silvey	male	50.0	1	0	13507	55.9	S	Titanic	Adult
431	436	1	1	 Miss	 Lucile Polk	Carter	female	14.0	1	2	113760	120.0	S	Titanic	Child
432	437	0	3	 Miss	" Doolina Margaret ""Daisy"""	Ford	female	21.0	1	2	W./C. 6608	34.375	S	Titanic	Young
433	438	1	2	 Mrs	 Sidney (Emily Hocking)	Richards	female	24.0	1	3	29106	18.75	S	Titanic	Young
434	439	0	1	 Mr	 Mark	Fortune	male	64.0	1	4	19950	263.0	S	Titanic	Adult
435	440	0	2	 Mr	 Johan Henrik Johannesson	Kvillner	male	31.0	0	0	C.A. 18723	10.5	S	Titanic	Adult
436	441	1	2	 Mrs	 Benjamin (Esther Ada Bloomfield)	Hart	female	45.0	1	1	F.C.C. 13529	26.25	S	Titanic	Adult
437	442	0	3	 Mr	 Leon	Hampe	male	20.0	0	0	345769	9.5	S	Titanic	Young
438	443	0	3	 Mr	 Johan Emil	Petterson	male	25.0	1	0	347076	7.775	S	Titanic	Adult
439	444	1	2	 Ms	 Encarnacion	Reynaldo	female	28.0	0	0	230434	13.0	S	Titanic	Adult
440	445	1	3	 Mr	 Bernt	Johannesen-Bratthammer	male	0.0	0	0	65306	8.1125	S	Titanic	NoInfo
441	446	1	1	 Master	 Washington	Dodge	male	4.0	0	2	33638	81.8583	S	Titanic	Child
442	447	1	2	 Miss	 Madeleine Violet	Mellinger	female	13.0	0	1	250644	19.5	S	Titanic	Child
443	448	1	1	 Mr	 Frederic Kimber	Seward	male	34.0	0	0	113794	26.55	S	Titanic	Adult
444	449	1	3	 Miss	 Marie Catherine	Baclini	female	5.0	1	1	2666	19.2583	C	Titanic	Child
445	450	1	1	 Major	 Arthur Godfrey	Peuchen	male	52.0	0	0	113786	30.5	S	Titanic	Adult
446	451	0	2	 Mr	 Edwy Arthur	West	male	36.0	1	2	C.A. 34651	27.75	S	Titanic	Adult
447	452	0	3	 Mr	 Ingvald Olai Olsen	Hagland	male	0.0	1	0	65303	19.9667	S	Titanic	NoInfo
448	453	0	1	 Mr	 Benjamin Laventall	Foreman	male	30.0	0	0	113051	27.75	C	Titanic	Adult
449	454	1	1	 Mr	 Samuel L	Goldenberg	male	49.0	1	0	17453	89.1042	C	Titanic	Adult
450	455	0	3	 Mr	 Joseph	Peduzzi	male	0.0	0	0	A/5 2817	8.05	S	Titanic	NoInfo
451	456	1	3	 Mr	 Ivan	Jalsevac	male	29.0	0	0	349240	7.8958	C	Titanic	Adult
452	457	0	1	 Mr	 Francis Davis	Millet	male	65.0	0	0	13509	26.55	S	Titanic	Senior
453	458	1	1	 Mrs	 Frederick R (Marion)	Kenyon	female	0.0	1	0	17464	51.8625	S	Titanic	NoInfo
454	459	1	2	 Miss	 Ellen	Toomey	female	50.0	0	0	F.C.C. 13531	10.5	S	Titanic	Adult
455	460	0	3	 Mr	 Maurice	O'Connor	male	0.0	0	0	371060	7.75	Q	Titanic	NoInfo
456	461	1	1	 Mr	 Harry	Anderson	male	48.0	0	0	19952	26.55	S	Titanic	Adult
457	462	0	3	 Mr	 William	Morley	male	34.0	0	0	364506	8.05	S	Titanic	Adult
458	463	0	1	 Mr	 Arthur H	Gee	male	47.0	1	0	111320	38.5	S	Titanic	Adult
459	464	0	2	 Mr	 Jacob Christian	Milling	male	48.0	0	0	234360	13.0	S	Titanic	Adult
460	465	0	3	 Mr	 Simon	Maisner	male	0.0	0	0	A/S 2816	8.05	S	Titanic	NoInfo
461	466	0	3	 Mr	 Manuel Estanslas	Goncalves	male	38.0	0	0	SOTON/O.Q. 3101306	7.05	S	Titanic	Adult
462	467	0	2	 Mr	 William	Campbell	male	0.0	0	0	239853	0.0	S	Titanic	NoInfo
463	468	0	1	 Mr	 John Montgomery	Smart	male	56.0	0	0	113792	26.55	S	Titanic	Adult
464	469	0	3	 Mr	 James	Scanlan	male	0.0	0	0	36209	7.725	Q	Titanic	NoInfo
465	470	1	3	 Miss	 Helene Barbara	Baclini	female	0.75	1	1	2666	19.2583	C	Titanic	Child
466	471	0	3	 Mr	 Arthur	Keefe	male	0.0	0	0	323592	7.25	S	Titanic	NoInfo
467	472	0	3	 Mr	 Luka	Cacic	male	38.0	0	0	315089	8.6625	S	Titanic	Adult
468	473	1	2	 Mrs	 Edwy Arthur (Ada Mary Worth)	West	female	33.0	1	2	C.A. 34651	27.75	S	Titanic	Adult
469	474	1	2	 Mrs	 Amin S (Marie Marthe Thuillard)	Jerwan	female	23.0	0	0	SC/AH Basle 541	13.7917	C	Titanic	Young
470	475	0	3	 Miss	 Ida Sofia	Strandberg	female	22.0	0	0	7553	9.8375	S	Titanic	Young
471	476	0	1	 Mr	 George Quincy	Clifford	male	0.0	0	0	110465	52.0	S	Titanic	NoInfo
472	477	0	2	 Mr	 Peter Henry	Renouf	male	34.0	1	0	31027	21.0	S	Titanic	Adult
473	478	0	3	 Mr	 Lewis Richard	Braund	male	29.0	1	0	3460	7.0458	S	Titanic	Adult
474	479	0	3	 Mr	 Nils August	Karlsson	male	22.0	0	0	350060	7.5208	S	Titanic	Young
475	480	1	3	 Miss	 Hildur E	Hirvonen	female	2.0	0	1	3101298	12.2875	S	Titanic	Child
476	481	0	3	 Master	 Harold Victor	Goodwin	male	9.0	1	2	CA 2144	46.9	S	Titanic	Child
477	482	0	2	 Mr	" Anthony Wood ""Archie"""	Frost	male	0.0	0	0	239854	0.0	S	Titanic	NoInfo
478	483	0	3	 Mr	 Richard Henry	Rouse	male	50.0	0	0	A/5 3594	8.05	S	Titanic	Adult
479	484	1	3	 Mrs	 (Hedwig)	Turkula	female	63.0	0	0	4134	9.5875	S	Titanic	Adult
